n_simulations	num_molecules	G0	overall_avg_years_to_zero	overall_std_years_to_zero	overall_avg_energy
1000	10000	1	39.3811266255989	5.188215335459927	8.526116578692516
1000	10000	1	39.46127173169062	5.29641129353005	8.550320142475158
1000	10000	2600	0.6051854893908283	0.12971346638750558	6.860240004650043
1000	10000	2600	0.6097823408624231	0.1247182623756265	6.854950145675999
1000	10000	47000	0.6033867214236824	0.12085340521242063	6.865640297271133
1000	10000	47000	0.6077837097878166	0.12063506043419586	6.864464782083722
1000	10000	300000	0.6077837097878166	0.12739905336525356	6.855622847706254
1000	10000	300000	0.6077837097878166	0.1280246064054017	6.879454041183235
1000	10000	300000	0.6117809719370294	0.12324911432977655	6.861892336315048
